Street,Event,Event Date/Time,Event Nature,P
403 IDOL ST,Call,5/15/11 4:18,DOMESTIC DISTURBANCE,0.8
403 IDOL ST,Report,5/28/11 12:50,DOMESTIC DISTUR,0.8
403 MANOR DR,Call,5/7/14 10:30,DOMESTIC DISTURBANCE,0.8
403 MANOR DR,Call,9/17/12 2:42,DOMESTIC DISTURBANCE IP,0.8
403 NEW ST,Call,8/17/13 5:13,DOMESTIC DISTURBANCE,0.8
403 NEW ST,Call,5/17/13 5:50,DOMESTIC DISTURBANCE,0.8
403 NEW ST,Call,11/9/12 2:43,DOMESTIC DISTURBANCE,0.8
403 NEW ST,Call,3/10/12 11:52,DOMESTIC DISTURBANCE,0.8
403 NEW ST,Call,3/9/12 11:22,DOMESTIC DISTURBANCE,0.8
403 NEW ST,Call,12/14/11 7:57,DOMESTIC DISTURBANCE,0.8
403 NEW ST,Call,11/22/11 11:07,DOMESTIC DISTURBANCE,0.8
403 SNIDER ST,Call,12/1/11 7:09,DOMESTIC DISTURBANCE,0.8
403 VALLEYBROOK DR,Call,8/11/13 12:39,DOMESTIC DISTURBANCE IP,0.8
403 WALNUT ST,Call,10/5/13 2:22,DOMESTIC DISTURBANCE IP,0.8
403 WALNUT ST,Call,6/1/13 1:17,DOMESTIC DISTURBANCE,0.8
403 WALNUT ST,Call,5/20/13 10:58,DOMESTIC DISTURBANCE IP,0.8
403-B ANAHEIM ST,Call,6/14/11 12:07,DOMESTIC DISTURBANCE,0.8
4033 BANOAK ST,Call,9/13/14 1:31,DOMESTIC DISTURBANCE,0.8
4033 BANOAK ST,Call,2/21/14 11:05,DOMESTIC DISTURBANCE IP,0.8
4033 BANOAK ST,Call,3/15/13 6:50,DOMESTIC DISTURBANCE IP,0.8
4033 BANOAK ST,Call,1/20/13 11:47,DOMESTIC DISTURBANCE,0.8
4033 BANOAK ST,Call,12/27/12 9:06,DOMESTIC DISTURBANCE IP,0.8
4033 BANOAK ST,Call,11/6/12 8:45,DOMESTIC DISTURBANCE IP,0.8
4033 BANOAK ST,Call,6/30/12 10:22,DOMESTIC DISTURBANCE,0.8
4033 QUEENS GRANT RD,Call,5/9/14 6:19,DOMESTIC DISTURBANCE,0.8
4033 QUEENS GRANT RD,Call,7/13/11 7:16,DOMESTIC DISTURBANCE,0.8
4037 PAYNE RD,Call,7/5/14 3:49,DOMESTIC DISTURBANCE IP,0.8
404 ACADEMY ST,Call,5/6/11 8:56,DOMESTIC DISTURBANCE,0.8
404 CLOVER DR,Arrest,4/29/12 19:09,ASSAULT ON FEMALE,0.8
404 CLOVER DR,Arrest,10/31/12 9:45,POSSESS CONTROL SUBSTANCE SCHEDULE VI,0.8
404 CLOVER DR,Arrest,10/31/12 9:45,POSSESSION OF DRUG PARAPHERNALIA,0.8
404 CLOVER DR,Call,5/6/12 3:26,DOMESTIC DISTURBANCE IP,0.8
404 CLOVER DR,Call,4/29/12 7:09,DOMESTIC DISTURBANCE IP,0.8
404 CLOVER DR,Report,4/29/12 18:55,DOMESTIC DISTUR,0.8
404 E LEXINGTON AV,Arrest,3/28/13 22:30,POSSESSION OF DRUG PARAPHERNALIA,0.8
404 E LEXINGTON AV,Arrest,5/4/13 16:58,ASSAULT & BATTERY,0.8
404 E LEXINGTON AV,Arrest,6/21/14 17:43,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
404 E LEXINGTON AV,Arrest,6/21/14 13:30,INJURY TO PERSONAL PROPERTY,0.8
404 E LEXINGTON AV,Arrest,3/28/13 22:30,POSSESS WITM/S/D CONTROLL SUBSTANCE SCHEDULE VI,0.8
404 E LEXINGTON AV,Call,6/21/14 1:08,DOMESTIC DISTURBANCE IP,0.8
404 E LEXINGTON AV,Report,6/21/14 12:00,DOMESTIC DISTUR,0.8
404 E STATE AV,Call,9/12/12 5:04,DOMESTIC DISTURBANCE,0.8
404 ELMHURST AV,Call,8/5/12 10:10,DOMESTIC DISTURBANCE,0.8
404 GRAND ST,Arrest,3/30/12 16:40,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
404 GRAND ST,Arrest,12/7/13 12:10,INJURY TO PERSONAL PROPERTY,0.8
404 GRAND ST,Arrest,2/5/14 22:30,FAILURE TO APPEAR,0.8
404 GRAND ST,Arrest,4/21/14 20:00,COMMUNICATING THREATS,0.8
404 GRAND ST,Arrest,4/21/14 20:00,KIDNAPPING,0.8
404 GRAND ST,Arrest,10/24/11 12:19,ASSAULT INFLICTING SERIOUS INJURY OR AWDW,0.8
404 GRAND ST,Arrest,3/30/12 16:40,COMMUNICATING THREATS,0.8
404 GRAND ST,Arrest,12/7/13 12:10,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
404 GRAND ST,Arrest,12/7/13 12:10,SECOND DEGREE KIDNAPPING,0.8
404 GRAND ST,Arrest,3/30/12 16:40,UNAUTHORIZED USE OF MOTOR VEHICLE,0.8
404 GRAND ST,Arrest,10/24/11 12:19,ASSAULT BY STRANGULATION INFLICTING SERIOUS INJURY,0.8
404 GRAND ST,Arrest,4/21/14 20:00,LARCENY (FELONY),0.8
404 GRAND ST,Arrest,4/21/14 20:00,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
404 GRAND ST,Arrest,1/20/12 9:22,FAILURE TO APPEAR,0.8
404 GRAND ST,Arrest,7/8/11 14:45,COMMUNICATING THREATS,0.8
404 GRAND ST,Call,4/21/14 7:26,DOMESTIC DISTURBANCE IP,0.8
404 GRAND ST,Call,10/14/13 1:32,DOMESTIC DISTURBANCE IP,0.8
404 GRAND ST,Call,10/14/13 12:30,DOMESTIC DISTURBANCE IP,0.8
404 GRAND ST,Call,10/4/13 12:42,DOMESTIC DISTURBANCE IP,0.8
404 GRAND ST,Call,3/29/12 8:18,DOMESTIC DISTURBANCE IP,0.8
404 GRAND ST,Call,10/23/11 1:54,DOMESTIC DISTURBANCE IP,0.8
404 GRAND ST,Call,6/26/11 7:22,DOMESTIC DISTURBANCE,0.8
404 GRAND ST,Report,12/7/13 3:05,ASSAULT HPD,0.8
404 GRAND ST,Report,4/21/14 16:15,DOMESTIC DISTUR,0.8
404 GRAND ST,Report,10/23/11 1:54,DOMESTIC DISTUR,0.8
404 GREER AV,Call,11/5/14 10:35,DOMESTIC DISTURBANCE IP,0.8
404 GREER AV,Call,4/29/12 4:00,DOMESTIC DISTURBANCE IP,0.8
404 HICKORY CHAPEL RD,Call,1/30/14 1:04,DOMESTIC DISTURBANCE,0.8
404 JUNIOR ST,Call,6/20/11 11:28,DOMESTIC DISTURBANCE,0.8
404 JUNIOR ST,Report,6/20/11 23:28,DOMESTIC DISTUR,0.8
404 LAWNDALE AV,Call,3/18/12 11:46,DOMESTIC DISTURBANCE,0.8
404 MEREDITH ST,Call,3/13/14 3:45,DOMESTIC DISTURBANCE IP,0.8
404 MEREDITH ST,Call,4/7/11 4:07,DOMESTIC DISTURBANCE,0.8
404 MEREDITH ST,Report,4/7/11 16:00,DOMESTIC DISTUR,0.8
404 MONTLIEU AV,Call,3/9/14 12:39,DOMESTIC DISTURBANCE,0.8
404 MONTLIEU AV,Call,12/27/12 12:57,DOMESTIC DISTURBANCE,0.8
404 MONTLIEU AV,Call,8/25/12 6:11,DOMESTIC DISTURBANCE,0.8
404 OLD WINSTON RD,Call,6/11/12 6:18,DOMESTIC DISTURBANCE,0.8
404 ROCKSPRING RD,Call,8/28/11 11:39,DOMESTIC DISTURBANCE,0.8
404 SHADY LN,Call,5/23/14 4:27,DOMESTIC DISTURBANCE,0.8
404 SHADY LN,Call,6/9/13 4:25,DOMESTIC DISTURBANCE IP,0.8
404 SHADY LN,Report,6/9/13 3:30,DOMESTIC DISTUR,0.8
404 SMITH ST,Call,6/17/11 3:53,DOMESTIC DISTURBANCE,0.8
404 SNIDER ST,Call,10/9/11 9:02,DOMESTIC DISTURBANCE,0.8
404 SPRING RD,Call,7/14/13 8:55,DOMESTIC DISTURBANCE,0.8
404 TWAIN AV,Call,10/27/12 10:57,DOMESTIC DISTURBANCE,0.8
404 TWAIN AV,Call,3/1/12 4:16,DOMESTIC DISTURBANCE,0.8
404 VAIL AV,Call,4/26/14 9:51,DOMESTIC DISTURBANCE IP,0.8
404 VAIL AV,Report,4/26/14 21:51,DOMESTIC DISTUR,0.8
404 VALLEYBROOK DR,Call,6/4/13 3:20,DOMESTIC DISTURBANCE,0.8
404 VINE ST,Call,9/19/14 7:42,DOMESTIC DISTURBANCE,0.8
404 VINE ST,Call,3/30/14 8:07,DOMESTIC DISTURBANCE,0.8
404 VINE ST,Call,8/18/13 10:25,DOMESTIC DISTURBANCE,0.8
404 VINE ST,Call,6/28/13 8:34,DOMESTIC DISTURBANCE,0.8
404 VINE ST,Call,6/9/13 4:57,DOMESTIC DISTURBANCE,0.8
404 VINE ST,Call,6/9/13 3:39,DOMESTIC DISTURBANCE,0.8
404 VINE ST,Call,5/19/13 11:02,DOMESTIC DISTURBANCE,0.8
404 VINE ST,Call,1/6/13 10:57,DOMESTIC DISTURBANCE,0.8
404 VINE ST,Call,11/16/12 7:12,DOMESTIC DISTURBANCE,0.8
404 VINE ST,Call,10/27/12 9:10,DOMESTIC DISTURBANCE,0.8
404 VINE ST,Call,10/25/12 10:52,DOMESTIC DISTURBANCE,0.8
404 VINE ST,Call,9/21/12 7:39,DOMESTIC DISTURBANCE,0.8
404 VINE ST,Call,9/10/12 10:40,DOMESTIC DISTURBANCE,0.8
404 VINE ST,Call,7/13/12 1:01,DOMESTIC DISTURBANCE,0.8
404 VINE ST,Call,7/12/12 1:02,DOMESTIC DISTURBANCE,0.8
404 VINE ST,Call,7/7/12 9:45,DOMESTIC DISTURBANCE,0.8
404 VINE ST,Call,5/15/12 9:00,DOMESTIC DISTURBANCE,0.8
404 VINE ST,Call,5/15/12 8:38,DOMESTIC DISTURBANCE,0.8
404 VINE ST,Report,9/19/14 7:42,DOMESTIC DISTUR,0.8
404 VINE ST,Report,9/10/12 22:40,DOMESTIC DISTUR,0.8
404 WESTWOOD AV,Call,8/28/14 11:59,DOMESTIC DISTURBANCE IP,0.8
404 WESTWOOD AV,Call,8/14/11 11:58,DOMESTIC DISTURBANCE,0.8
404-A E STATE AV,Call,11/30/11 1:11,DOMESTIC DISTURBANCE IP,0.8
404-A W LEXINGTON AV,Arrest,2/8/12 18:00,FAILURE TO APPEAR,0.8
404-A W LEXINGTON AV,Arrest,3/3/13 21:05,ASSAULT BY STRANGULATION INFLICTING SERIOUS INJURY,0.8
404-A W LEXINGTON AV,Arrest,12/14/13 3:22,POSSESS CONTROL SUBSTANCE SCHEDULE VI,0.8
404-A W LEXINGTON AV,Arrest,7/3/13 10:00,BREAKING AND ENTERING-BUILDING  (FELONY),0.8
404-A W LEXINGTON AV,Arrest,9/9/14 0:59,ASSAULT ON FEMALE,0.8
404-A W LEXINGTON AV,Arrest,2/8/12 18:00,OBTAINING PROPERTY BY FALSE PRETENSES,0.8
404-A W LEXINGTON AV,Arrest,3/3/13 21:05,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
404-A W LEXINGTON AV,Arrest,4/25/13 17:20,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
404-A W LEXINGTON AV,Arrest,7/3/13 10:00,LARCENY AFTER B & E,0.8
404-A W LEXINGTON AV,Call,1/8/14 11:07,DOMESTIC DISTURBANCE IP,0.8
404-A W LEXINGTON AV,Call,4/24/13 4:44,DOMESTIC DISTURBANCE IP,0.8
404-A W LEXINGTON AV,Call,3/3/13 9:05,DOMESTIC DISTURBANCE IP,0.8
404-A W LEXINGTON AV,Call,4/16/12 11:27,DOMESTIC DISTURBANCE IP,0.8
404-A W LEXINGTON AV,Report,3/3/13 18:40,ASSISTANCE,0.8
404-A W LEXINGTON AV,Report,4/24/13 16:40,DOMESTIC DISTUR,0.8
4043 TARRANT TRACE CI,Arrest,5/15/12 20:56,VIO DOM VIOLENCE ACT,0.8
4043 TARRANT TRACE CI,Arrest,5/15/12 20:56,FAILURE TO APPEAR,0.8
4043 TARRANT TRACE CI,Arrest,5/15/12 20:56,LARCENY (MISDEMEANOR),0.8
4043 TARRANT TRACE CI,Arrest,7/13/12 20:48,FAILURE TO APPEAR,0.8
4043 TARRANT TRACE CI,Arrest,7/11/12 10:00,FAILURE TO APPEAR,0.8
4043 TARRANT TRACE CI,Call,5/15/12 6:06,DOMESTIC DISTURBANCE,0.8
405 ABERDEEN RD,Arrest,2/24/13 9:15,SECOND DEGREE KIDNAPPING,0.8
405 ABERDEEN RD,Arrest,2/24/13 9:15,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
405 ABERDEEN RD,Arrest,2/24/13 9:15,ASSAULT BY STRANGULATION INFLICTING SERIOUS INJURY,0.8
405 ABERDEEN RD,Call,2/24/13 8:40,DOMESTIC DISTURBANCE IP,0.8
405 ABERDEEN RD,Call,12/27/11 9:49,DOMESTIC DISTURBANCE,0.8
405 ABERDEEN RD,Report,2/24/13 5:00,DOMESTIC DISTUR,0.8
405 CABLE ST,Call,9/3/14 6:55,DOMESTIC DISTURBANCE,0.8
405 CABLE ST,Call,12/28/13 3:44,DOMESTIC DISTURBANCE,0.8
405 CABLE ST,Call,12/28/13 2:51,DOMESTIC DISTURBANCE,0.8
405 CABLE ST,Call,5/26/13 12:17,DOMESTIC DISTURBANCE,0.8
405 CABLE ST,Call,4/23/13 6:39,DOMESTIC DISTURBANCE,0.8
405 CABLE ST,Call,12/23/12 10:38,DOMESTIC DISTURBANCE,0.8
405 CHESTNUT DR,Call,12/14/11 5:17,DOMESTIC DISTURBANCE IP,0.8
405 E LEXINGTON AV,Call,6/13/13 11:07,DOMESTIC DISTURBANCE IP,0.8
405 E LEXINGTON AV,Call,4/7/13 2:15,DOMESTIC DISTURBANCE IP,0.8
405 E LEXINGTON AV,Call,2/11/13 1:05,DOMESTIC DISTURBANCE IP,0.8
405 GREENWOOD DR,Call,12/18/11 1:35,DOMESTIC DISTURBANCE,0.8
405 MEREDITH ST/GAVIN DR,Arrest,4/20/11 17:15,POSSESS CONTROL SUBSTANCE SCHEDULE VI,0.8
405 MEREDITH ST/GAVIN DR,Arrest,4/20/11 17:15,POSSESS WITM/S/D CONTROLL SUBSTANCE SCHEDULE VI,0.8
405 MEREDITH ST/GAVIN DR,Arrest,11/20/13 12:30,ASSAULT INFLICTING SERIOUS INJURY OR AWDW,0.8
405 MEREDITH ST/GAVIN DR,Arrest,4/20/11 17:15,POSSESSION OF DRUG PARAPHERNALIA,0.8
405 MEREDITH ST/GAVIN DR,Call,3/20/14 1:24,DOMESTIC DISTURBANCE IP,0.8
405 MEREDITH ST/GAVIN DR,Call,11/18/13 1:39,DOMESTIC DISTURBANCE IP,0.8
405 MEREDITH ST/GAVIN DR,Call,11/18/13 12:22,DOMESTIC DISTURBANCE,0.8
405 MEREDITH ST/GAVIN DR,Call,6/5/11 1:52,DOMESTIC DISTURBANCE,0.8
405 MEREDITH ST/GAVIN DR,Report,11/18/13 0:30,ASSAULT HPD,0.8
405 N CENTENNIAL ST,Call,4/6/11 8:47,DOMESTIC DISTURBANCE,0.8
405 N LINDSAY ST,Call,6/25/12 10:51,DOMESTIC DISTURBANCE IP,0.8
405 N LINDSAY ST,Call,9/1/11 12:04,DOMESTIC DISTURBANCE IP,0.8
405 PAUL POPE RD,Call,6/19/13 8:15,DOMESTIC DISTURBANCE,0.8
405 RICHARDSON AV,Call,3/8/12 6:46,DOMESTIC DISTURBANCE,0.8
405 W PARKWAY AV,Call,12/24/12 11:17,DOMESTIC DISTURBANCE,0.8
405 W RAY AV,Call,3/13/13 2:57,DOMESTIC DISTURBANCE IP,0.8
405-A KENNEDY AV,Call,4/26/11 1:23,DOMESTIC DISTURBANCE,0.8
405-A TAYLOR AV,Call,9/5/12 6:53,DOMESTIC DISTURBANCE IP,0.8
405-B RICHARDSON AV,Call,4/26/12 8:11,DOMESTIC DISTURBANCE IP,0.8
405-B TAYLOR AV,Arrest,8/21/13 22:44,VANDALISM-TO REAL PROPERTY WILLFUL AND WANTON INJURY,0.8
405-B TAYLOR AV,Arrest,4/11/13 16:15,"POSSESS, RECEIVING OR TRANSFERRING STOLEN VEHICLES",0.8
405-B TAYLOR AV,Arrest,7/17/11 8:44,AFFRAY OR SIMPLE ASSAULT,0.8
405-B TAYLOR AV,Arrest,8/21/13 22:44,RESIST  DELAY  OBSTRUCT PUBLIC OFFICER,0.8
405-B TAYLOR AV,Arrest,1/10/12 0:05,FAILURE TO APPEAR,0.8
405-B TAYLOR AV,Arrest,1/1/13 8:50,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
405-B TAYLOR AV,Arrest,8/21/13 22:44,TRESPASS (SECOND DEGREE),0.8
405-B TAYLOR AV,Arrest,2/21/14 16:00,FAILURE TO APPEAR,0.8
405-B TAYLOR AV,Arrest,6/16/14 20:51,FAILURE TO APPEAR,0.8
405-B TAYLOR AV,Arrest,3/23/12 13:32,VIO DOM VIOLENCE ACT,0.8
405-B TAYLOR AV,Arrest,9/24/13 22:37,FAILURE TO APPEAR,0.8
405-B TAYLOR AV,Arrest,7/20/11 14:48,VANDALISM-TO REAL PROPERTY WILLFUL AND WANTON INJURY,0.8
405-B TAYLOR AV,Arrest,8/21/13 22:44,DRIVE WHILE LICENSE SUSPENDED OR REVOKED,0.8
405-B TAYLOR AV,Arrest,9/23/13 14:41,FAILURE TO APPEAR,0.8
405-B TAYLOR AV,Arrest,7/22/13 14:13,BREAKING AND ENTERING - BUILDING  (MISDEMEANOR),0.8
405-B TAYLOR AV,Call,7/18/13 1:22,DOMESTIC DISTURBANCE IP,0.8
405-B TAYLOR AV,Call,2/7/13 12:48,DOMESTIC DISTURBANCE,0.8
405-B TAYLOR AV,Call,11/22/12 10:33,DOMESTIC DISTURBANCE IP,0.8
405-B TAYLOR AV,Call,11/22/12 9:15,DOMESTIC DISTURBANCE IP,0.8
405-B TAYLOR AV,Call,3/23/12 12:53,DOMESTIC DISTURBANCE IP,0.8
405-B TAYLOR AV,Call,10/21/11 11:40,DOMESTIC DISTURBANCE IP,0.8
405-B TAYLOR AV,Call,6/16/11 9:36,DOMESTIC DISTURBANCE,0.8
405-B TAYLOR AV,Call,4/28/11 3:55,DOMESTIC DISTURBANCE,0.8
405-B TAYLOR AV,Report,10/21/11 23:35,DOMESTIC DISTUR,0.8
405-B TAYLOR AV,Report,3/23/12 12:53,DOMESTIC DISTUR,0.8
405-C TAYLOR AV,Call,8/23/14 9:54,DOMESTIC DISTURBANCE,0.8
405-C TAYLOR AV,Call,8/23/14 9:06,DOMESTIC DISTURBANCE IP,0.8
405-C TAYLOR AV,Call,4/8/13 8:46,DOMESTIC DISTURBANCE IP,0.8
405-C TAYLOR AV,Call,1/17/13 11:02,DOMESTIC DISTURBANCE IP,0.8
405-F TAYLOR AV,Call,2/23/13 9:38,DOMESTIC DISTURBANCE IP,0.8
4050 PIEDMONT PW,Call,7/5/12 1:36,DOMESTIC DISTURBANCE IP,0.8
4050 RIVER POINTE PL,Call,7/3/11 2:10,DOMESTIC DISTURBANCE,0.8
4059 SAINT JOHNS ST,Call,3/8/14 1:27,DOMESTIC DISTURBANCE,0.8
406 BARKER AV,Call,7/19/12 9:27,DOMESTIC DISTURBANCE,0.8
406 CEDAR ST,Call,11/6/13 11:39,DOMESTIC DISTURBANCE,0.8
406 GRAND ST,Arrest,6/12/13 12:00,AFFRAY OR SIMPLE ASSAULT,0.8
406 GRAND ST,Call,6/12/13 11:38,DOMESTIC DISTURBANCE IP,0.8
406 GRAND ST,Call,11/3/12 12:43,DOMESTIC DISTURBANCE IP,0.8
406 GRAND ST,Call,12/4/11 8:28,DOMESTIC DISTURBANCE IP,0.8
406 GRAND ST,Call,11/23/11 11:54,DOMESTIC DISTURBANCE IP,0.8
406 GRAND ST,Report,6/12/13 11:30,DOMESTIC DISTUR,0.8
406 HOBSON ST,Arrest,4/26/12 17:00,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
406 HOBSON ST,Arrest,5/16/11 22:29,FAILURE TO APPEAR,0.8
406 HOBSON ST,Arrest,3/16/12 16:07,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
406 HOBSON ST,Call,3/16/12 4:07,DOMESTIC DISTURBANCE IP,0.8
406 HOBSON ST,Report,3/16/12 16:00,UNKNOWN TROUBLE,0.8
406 JUNIOR ST,Call,8/11/11 12:14,DOMESTIC DISTURBANCE,0.8
406 NORTH AV,Call,8/5/11 8:47,DOMESTIC DISTURBANCE,0.8
406 OLD WINSTON RD,Call,8/6/12 7:01,DOMESTIC DISTURBANCE,0.8
406 OLD WINSTON RD,Call,4/4/11 9:26,DOMESTIC DISTURBANCE,0.8
406 PENNY RD,Call,6/21/14 10:58,DOMESTIC DISTURBANCE,0.8
406 SMITH ST,Arrest,1/14/13 12:40,SEAT BELTS MANDATORY - ADULT (PASSENGER),0.8
406 SMITH ST,Arrest,4/28/11 18:34,POSSESS CONTROL SUBSTANCE SCHEDULE VI,0.8
406 SMITH ST,Arrest,4/20/13 14:00,UNAUTHORIZED USE OF MOTOR VEHICLE,0.8
406 SMITH ST,Arrest,6/4/11 23:13,ASSAULT ON FEMALE,0.8
406 SMITH ST,Arrest,1/14/13 12:40,FAILURE TO STOP AT STOPLIGHT,0.8
406 SMITH ST,Arrest,9/10/13 2:23,FAILURE TO APPEAR,0.8
406 SMITH ST,Arrest,1/14/13 12:40,RESIST  DELAY  OBSTRUCT PUBLIC OFFICER,0.8
406 SMITH ST,Arrest,3/21/13 12:50,HABITUAL FELON,0.8
406 SMITH ST,Arrest,7/1/13 16:51,TRESPASS (SECOND DEGREE),0.8
406 SMITH ST,Arrest,1/14/13 12:40,DRIVE WHILE LICENSE SUSPENDED OR REVOKED,0.8
406 SMITH ST,Arrest,9/10/13 2:23,RESIST  DELAY  OBSTRUCT PUBLIC OFFICER,0.8
406 SMITH ST,Arrest,1/14/13 12:40,SPEED TO ELUDE ARREST,0.8
406 SMITH ST,Arrest,7/7/11 14:15,PROBATION VIOLATION,0.8
406 SMITH ST,Arrest,1/14/13 12:40,FAILURE TO STOP AND YIELD R/W AT FLASING RED LIGHT,0.8
406 SMITH ST,Arrest,1/14/13 12:40,HIT AND RUN PROPERTY DAMAGE,0.8
406 SMITH ST,Arrest,6/5/13 9:28,COMMUNICATING THREATS,0.8
406 SMITH ST,Arrest,7/1/13 16:51,POSSESS CONTROL SUBSTANCE SCHEDULE VI,0.8
406 SMITH ST,Arrest,8/8/13 11:55,RESIST  DELAY  OBSTRUCT PUBLIC OFFICER,0.8
406 SMITH ST,Arrest,1/14/13 12:40,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
406 SMITH ST,Arrest,8/8/13 11:55,POSSESS WITM/S/D CONTROLL SUBSTANCE SCHEDULE VI,0.8
406 SMITH ST,Call,10/12/14 3:52,DOMESTIC DISTURBANCE,0.8
406 SMITH ST,Call,9/17/14 1:13,DOMESTIC DISTURBANCE,0.8
406 SMITH ST,Call,6/4/11 11:13,DOMESTIC DISTURBANCE,0.8
406 SMITH ST,Report,6/4/11 22:45,DOMESTIC DISTUR,0.8
406 SPRING RD,Call,4/5/14 12:30,DOMESTIC DISTURBANCE,0.8
406 SUMMIT RD,Call,10/19/12 5:33,DOMESTIC DISTURBANCE IP,0.8
406 SUMMIT RD,Report,10/19/12 17:33,DOMESTIC DISTUR,0.8
406 VINE ST,Arrest,5/9/14 19:43,FAILURE TO APPEAR,0.8
406 VINE ST,Arrest,5/9/14 19:43,FAIL TO GIVE INFORMATION AFTER CRASH,0.8
406 VINE ST,Arrest,5/5/13 11:00,COMMUNICATING THREATS,0.8
406 VINE ST,Arrest,5/13/13 13:00,FAILURE TO APPEAR,0.8
406 VINE ST,Arrest,6/19/13 13:18,VIO DOM VIOLENCE ACT,0.8
406 VINE ST,Arrest,4/28/13 2:41,ASSAULT ON FEMALE,0.8
406 VINE ST,Arrest,3/21/14 14:15,FAILURE TO APPEAR,0.8
406 VINE ST,Call,4/27/13 11:26,DOMESTIC DISTURBANCE IP,0.8
406 VINE ST,Call,1/13/12 11:05,DOMESTIC DISTURBANCE,0.8
406 VINE ST,Report,4/27/13 23:26,DOMESTIC DISTUR,0.8
406 W WILLIS AV,Call,11/13/11 4:13,DOMESTIC DISTURBANCE,0.8
406 W WILLIS AV,Call,11/5/11 9:04,DOMESTIC DISTURBANCE IP,0.8
406 W WILLIS AV,Call,4/12/11 4:37,DOMESTIC DISTURBANCE,0.8
406 W WILLIS AV,Call,4/12/11 12:20,DOMESTIC DISTURBANCE,0.8
406-B ANAHEIM ST,Call,6/15/11 3:54,DOMESTIC DISTURBANCE,0.8
407 BARKER AV,Call,7/14/11 10:48,DOMESTIC DISTURBANCE,0.8
407 BARKER AV,Call,7/14/11 4:05,DOMESTIC DISTURBANCE,0.8
407 BARKER AV,Call,5/9/11 4:15,DOMESTIC DISTURBANCE,0.8
407 CAREY AV,Call,10/13/13 2:52,DOMESTIC DISTURBANCE,0.8
407 E LEXINGTON AV,Call,6/15/13 6:29,DOMESTIC DISTURBANCE IP,0.8
407 E LEXINGTON AV,Call,1/18/13 11:59,DOMESTIC DISTURBANCE IP,0.8
407 E LEXINGTON AV,Report,1/18/13 23:59,DOMESTIC DISTUR,0.8
407 ELMHURST AV,Call,10/10/11 8:52,DOMESTIC DISTURBANCE,0.8
407 HICKORY CHAPEL RD,Call,11/27/11 8:53,DOMESTIC DISTURBANCE,0.8
407 MEREDITH ST,Call,12/12/13 1:23,DOMESTIC DISTURBANCE,0.8
407 SPRING RD,Call,7/25/14 3:13,DOMESTIC DISTURBANCE,0.8
407 VINE ST,Call,11/4/11 9:13,DOMESTIC DISTURBANCE,0.8
407 W WARD AV,Call,11/18/11 1:13,DOMESTIC DISTURBANCE,0.8
407 W WARD AV,Call,11/17/11 11:12,DOMESTIC DISTURBANCE,0.8
407 W WARD AV,Call,8/20/11 3:52,DOMESTIC DISTURBANCE,0.8
407 WHITE OAK ST,Call,9/14/13 11:05,DOMESTIC DISTURBANCE,0.8
407 WHITE OAK ST,Call,2/15/12 11:47,DOMESTIC DISTURBANCE,0.8
407 WHITE OAK ST,Call,7/9/11 4:41,DOMESTIC DISTURBANCE,0.8
407 WHITE OAK ST,Call,7/3/11 7:02,DOMESTIC DISTURBANCE,0.8
407 WHITE OAK ST,Call,5/26/11 2:01,DOMESTIC DISTURBANCE,0.8
407 WHITE OAK ST,Call,5/12/11 12:39,DOMESTIC DISTURBANCE,0.8
407 WHITE OAK ST,Call,5/12/11 12:06,DOMESTIC DISTURBANCE,0.8
407 WHITE OAK ST,Report,5/12/11 0:39,PUBLIC DISTURBA,0.8
407 WHITE OAK ST,Report,9/14/13 23:05,DOMESTIC DISTUR,0.8
407 WHITE OAK ST,Report,7/9/11 4:41,DOMESTIC DISTUR,0.8
407-A CHESTNUT DR,Call,12/30/11 2:48,DOMESTIC DISTURBANCE IP,0.8
407-A CHESTNUT DR,Report,12/30/11 0:00,DOMESTIC DISTUR,0.8
407-F TAYLOR AV,Call,12/20/11 10:42,DOMESTIC DISTURBANCE IP,0.8
407-F TAYLOR AV,Call,5/24/11 4:05,DOMESTIC DISTURBANCE,0.8
4072 BANBRIDGE DR,Call,12/21/11 6:29,DOMESTIC DISTURBANCE,0.8
4073 TELLMONT CT,Call,10/11/11 9:00,DOMESTIC DISTURBANCE,0.8
4074 SAINT JOHNS ST,Arrest,5/5/14 6:45,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
4074 SAINT JOHNS ST,Arrest,5/5/14 6:45,FALSE IMPRISONMENT COMMON LAW,0.8
